
2017-06-29T19:05:11.179Z - Scanning for potential splits
2017-06-29T19:05:11.194Z - Debuglevel: 0
2017-06-29T19:05:11.194Z - Press 'q' to exit.
2017-06-29T19:06:50.082Z - Debuglevel: 0
2017-06-29T19:06:50.097Z - Press 'q' to exit.
2017-06-29T19:06:50.114Z - Stock market closed days:function toString() { [native code] }
2017-06-29T19:06:50.114Z - Parsing websites for new listings matching todays date.
2017-06-29T19:06:51.801Z - Parsing stocklist: ./stocklists/nasdaq_stockholm.txt
2017-06-29T19:06:51.801Z - Parsing stocklist: ./stocklists/nasdaq_firstnorth.txt
2017-06-29T19:06:51.801Z - Parsing stocklist: ./stocklists/ngm.txt
2017-06-29T19:06:51.801Z - Parsing stocklist: ./stocklists/aktietorget.txt
2017-06-29T19:06:51.801Z - Number of stocks in lists: 837
2017-06-29T19:06:51.817Z - TickerList matched database, DB update not required.
2017-06-29T19:09:53.654Z - {"brokerStat":{}}
2017-06-29T19:09:53.655Z - Found data for stock (801/837): undefined, id: 171148
2017-06-29T19:10:01.237Z - Reached end of stock list! Parsed 837 stocks with 0 retries in 191.155 s.
2017-06-29T19:10:01.240Z - {"CAR":{"buyValue":152297550.8486,"sellValue":140798356.98000005},"Anonyma":{"buyValue":15976859227.820595,"sellValue":16129662620.631002},"NRD":{"buyValue":555770569.2459999,"sellValue":518635677.6899998},"NON":{"buyValue":610999513.8876002,"sellValue":610613675.6471996},"SBN":{"buyValue":50188759.73000001,"sellValue":58759816.295},"AIV":{"buyValue":9622370.41,"sellValue":8620186.9},"DDB":{"buyValue":323350670.03399974,"sellValue":202876832.49999997},"ENS":{"buyValue":800984876.3000004,"sellValue":752419139.0916008},"ABC":{"buyValue":181033949.82,"sellValue":126644653.32999997},"SWB":{"buyValue":427243449.87599987,"sellValue":555910862.7079998},"SHB":{"buyValue":305034627.2779998,"sellValue":382247699.2833996},"AVA":{"buyValue":1136916948.3109992,"sellValue":1058483086.377199},"AOI":{"buyValue":24042150.5,"sellValue":29434766.38},"LFB":{"buyValue":20644136.14799999,"sellValue":16115358.290000003},"AAL":{"buyValue":30594999.73,"sellValue":971882.31},"JYB":{"buyValue":3107566.291,"sellValue":4649541.28},"JEF":{"buyValue":9054318.2,"sellValue":12764581},"NYE":{"buyValue":15514921.98,"sellValue":18500754.300000004},"FOR":{"buyValue":2637386.4999999995,"sellValue":3303374.279999999},"SYD":{"buyValue":8637940.179999998,"sellValue":6418279.2},"KCM":{"buyValue":10798220.73,"sellValue":6907515.57},"NTF":{"buyValue":8427986.679000001,"sellValue":6687119.13},"MMX":{"buyValue":1877617.58,"sellValue":731915.9},"EPB":{"buyValue":34425353.089999996,"sellValue":18259875.058000006},"MGF":{"buyValue":1739888.76,"sellValue":852799.03},"POH":{"buyValue":2388814.43,"sellValue":24936891.37799999},"DNM":{"buyValue":43149939.77,"sellValue":23148056.67},"MWZ":{"buyValue":964389.568,"sellValue":334618.24},"PAS":{"buyValue":49159099.12000001,"sellValue":44871389.431},"WSL":{"buyValue":5792476.4399999995,"sellValue":4183342.48},"ARC":{"buyValue":13564842,"sellValue":15761280},"HCT":{"buyValue":638512.2,"sellValue":708716.3200000001},"EVL":{"buyValue":0,"sellValue":626700},"UBS":{"buyValue":17979683.820000004,"sellValue":12267345.630000003},"SGL":{"buyValue":1680605.6600000001,"sellValue":1833344.9699999997},"XTX":{"buyValue":14133426.989999998,"sellValue":14870831.140000002},"BRC":{"buyValue":10479157.35,"sellValue":13190552.769999996},"JMP":{"buyValue":1333531.1700000002,"sellValue":1709385.4300000002},"VFG":{"buyValue":6107254.83,"sellValue":7116969.140000001},"MSI":{"buyValue":50094918.276,"sellValue":57200603.97799999},"JPM":{"buyValue":14314867.592,"sellValue":20445374.522000004},"CSB":{"buyValue":7913206.809999998,"sellValue":16579510.340000004},"GSI":{"buyValue":12979739.1,"sellValue":20828837.869999997},"MLI":{"buyValue":64112261.76599989,"sellValue":58387681.84100002},"DBL":{"buyValue":24488442.8,"sellValue":50892916.61999999},"INT":{"buyValue":28186188.790000003,"sellValue":20492739.550000004},"SAB":{"buyValue":1578123.51,"sellValue":1104704.35},"NEO":{"buyValue":14136509.129999997,"sellValue":3620715.4359999993},"IAT":{"buyValue":3913451.9900000007,"sellValue":2834768.0199999996},"SGP":{"buyValue":3791227.05,"sellValue":3639554.190000001},"KEM":{"buyValue":462056.73,"sellValue":76740.07},"TMB":{"buyValue":850180.61,"sellValue":539457.162},"RBCE":{"buyValue":0,"sellValue":67033.23},"VON":{"buyValue":95500,"sellValue":0},"REM":{"buyValue":298919.08,"sellValue":368587.77},"SRE":{"buyValue":1007632.55,"sellValue":97218.59999999999},"HBC":{"buyValue":303072.44,"sellValue":102001.6},"AIR":{"buyValue":104138.20000000001,"sellValue":3635910.4},"ALM":{"buyValue":0,"sellValue":136760},"SFK":{"buyValue":111203.58,"sellValue":74526.17}}
2017-06-29T19:10:01.244Z - Scanning for potential splits
2017-06-30T20:33:25.982Z - Found no data for stock: TRAN A with name: transferator--a. Try and search for name change: 
2017-06-30T20:33:26.044Z - No new name found. Something else is wrong, skipping stock.
2017-06-30T20:33:26.136Z - Found no data for stock: TRAN B with name: transferator--b. Try and search for name change: 
2017-06-30T20:33:26.232Z - No new name found. Something else is wrong, skipping stock.
2017-06-30T20:33:27.154Z - Found no data for stock: WIEM with name: wiema. Try and search for name change: 
2017-06-30T20:33:27.201Z - Stock WIEM potentially delisted? No matching stock found on Ava search.
2017-06-30T20:33:27.201Z - No new name found. Something else is wrong, skipping stock.
2017-06-30T20:33:33.945Z - Reached end of stock list! Parsed 836 stocks with 0 retries in 150.213 s.
2017-06-30T20:33:34.571Z - Stock CHER B might be splitted, Yclose :304.5, change: -0.9, close: 60
2017-07-01T15:28:40.623Z - Stock AINO might be splitted, Yclose :14.3, change: 0.1, close: 14.3
2017-07-01T15:28:40.623Z - Stock AJA B might be splitted, Yclose :101, change: 0.25, close: 101
2017-07-01T15:28:40.623Z - Stock AKEL PREF might be splitted, Yclose :320.5, change: 1.5, close: 320.5
2017-07-01T15:28:40.624Z - Stock ALCA might be splitted, Yclose :40.2, change: 0.5, close: 40.2
2017-07-01T15:28:40.624Z - Stock ALIRA B might be splitted, Yclose :4.38, change: 0.12, close: 4.38
2017-07-01T15:28:40.624Z - Stock ANNX might be splitted, Yclose :8.2, change: 0.1, close: 8.2
2017-07-01T15:28:40.625Z - Stock ARCT might be splitted, Yclose :0.464, change: 0.042, close: 0.464
2017-07-01T15:28:40.625Z - Stock AROC might be splitted, Yclose :5.2, change: 0.05, close: 5.2
2017-07-01T15:28:40.625Z - Stock AUTO might be splitted, Yclose :2.78, change: 0.08, close: 2.78
2017-07-01T15:28:40.625Z - Stock AVT B might be splitted, Yclose :4.61, change: 0.19, close: 4.61
2017-07-01T15:28:40.626Z - Stock BAYN might be splitted, Yclose :2.03, change: 0.01, close: 2.03
2017-07-01T15:28:40.626Z - Stock BIM might be splitted, Yclose :29.1, change: 2.2, close: 29.1
2017-07-01T15:28:40.626Z - Stock BIOS might be splitted, Yclose :17.5, change: 0.1, close: 17.5
2017-07-01T15:28:40.627Z - Stock BRIN B might be splitted, Yclose :13.5, change: 0.35, close: 13.5
2017-07-01T15:28:40.627Z - Stock BUSER might be splitted, Yclose :4.39, change: 0.09, close: 4.39
2017-07-01T15:28:40.627Z - Stock CANTA might be splitted, Yclose :5.7, change: 0.2, close: 5.7
2017-07-01T15:28:40.628Z - Stock CASO might be splitted, Yclose :0.98, change: 0.015, close: 0.98
2017-07-01T15:28:40.628Z - Stock CBA might be splitted, Yclose :0.75, change: 0.005, close: 0.75
2017-07-01T15:28:40.628Z - Stock CELLNK B might be splitted, Yclose :91, change: 2.25, close: 91
2017-07-01T15:28:40.628Z - Stock CFISH might be splitted, Yclose :13.8, change: 0.1, close: 13.8
2017-07-01T15:28:40.629Z - Stock CLBIO might be splitted, Yclose :9.1, change: 0.1, close: 9.1
2017-07-01T15:28:40.629Z - Stock CLS B might be splitted, Yclose :9.5, change: 0.05, close: 9.5
2017-07-01T15:28:40.629Z - Stock CMOTEC B might be splitted, Yclose :59.75, change: 0.5, close: 59.75
2017-07-01T15:28:40.630Z - Stock CTM might be splitted, Yclose :92, change: 0.25, close: 92
2017-07-01T15:28:40.631Z - Stock CYXO might be splitted, Yclose :9.15, change: 0.05, close: 9.15
2017-07-01T15:28:40.631Z - Stock DDM might be splitted, Yclose :38, change: 0.3, close: 38
2017-07-01T15:28:40.631Z - Stock DIGN might be splitted, Yclose :12.7, change: 0.4, close: 12.7
2017-07-01T15:28:40.632Z - Stock DIST might be splitted, Yclose :61.5, change: 0.5, close: 61.5
2017-07-01T15:28:40.632Z - Stock DOME might be splitted, Yclose :0.456, change: 0.011, close: 0.456
2017-07-01T15:28:40.632Z - Stock KAKEL might be splitted, Yclose :28.2, change: 0.3, close: 28.2
2017-07-01T15:28:40.633Z - Stock EVO might be splitted, Yclose :440.4, change: 3.4, close: 440.4
2017-07-01T15:28:40.633Z - Stock FIRE might be splitted, Yclose :42.1, change: 1.3, close: 42.1
2017-07-01T15:28:40.633Z - Stock FOOT PREF might be splitted, Yclose :108.75, change: 1.75, close: 108.75
2017-07-01T15:28:40.634Z - Stock FRISQ might be splitted, Yclose :20.4, change: 0.1, close: 20.4
2017-07-01T15:28:40.634Z - Stock GAPW B might be splitted, Yclose :13.55, change: 0.35, close: 13.55
2017-07-01T15:28:40.634Z - Stock GCOR might be splitted, Yclose :0.464, change: 0.035, close: 0.464
2017-07-01T15:28:40.634Z - Stock GENI might be splitted, Yclose :5.05, change: 0.1, close: 5.05
2017-07-01T15:28:40.635Z - Stock GENO might be splitted, Yclose :3.05, change: 0.04, close: 3.05
2017-07-01T15:28:40.635Z - Stock GHUS B might be splitted, Yclose :6.2, change: 0.1, close: 6.2
2017-07-01T15:28:40.635Z - Stock GOMX might be splitted, Yclose :65.5, change: 0.75, close: 65.5
2017-07-01T15:28:40.635Z - Stock GPG PREF might be splitted, Yclose :124, change: 0.75, close: 124
2017-07-01T15:28:40.636Z - Stock HANC PREF A might be splitted, Yclose :33.6, change: 0.1, close: 33.6
2017-07-01T15:28:40.636Z - Stock HEIM PREF might be splitted, Yclose :310, change: 3, close: 310
2017-07-01T15:28:40.636Z - Stock HIFA B might be splitted, Yclose :3.4, change: 0.09, close: 3.4
2017-07-01T15:28:40.637Z - Stock HOGK PREF A might be splitted, Yclose :32.5, change: 0.2, close: 32.5
2017-07-01T15:28:40.637Z - Stock HOVD might be splitted, Yclose :15.7, change: 0.1, close: 15.7
2017-07-01T15:28:40.637Z - Stock IMMU might be splitted, Yclose :21.3, change: 0.4, close: 21.3
2017-07-01T15:28:40.638Z - Stock INDEX might be splitted, Yclose :4.68, change: 0.05, close: 4.68
2017-07-01T15:28:40.638Z - Stock INTEG B might be splitted, Yclose :21.4, change: 2.4, close: 21.4
2017-07-01T15:28:40.638Z - Stock IPL might be splitted, Yclose :11.6, change: 0.4, close: 11.6
2017-07-01T15:28:40.639Z - Stock IRLAB A might be splitted, Yclose :139.75, change: 2.75, close: 139.75
2017-07-01T15:28:40.639Z - Stock ISOFOL might be splitted, Yclose :23.3, change: 0.8, close: 23.3
2017-07-01T15:28:40.639Z - Stock ISR might be splitted, Yclose :7.85, change: 0.4, close: 7.85
2017-07-01T15:28:40.639Z - Stock IVACC might be splitted, Yclose :7.2, change: 0.4, close: 7.2
2017-07-01T15:28:40.639Z - Stock IVISYS might be splitted, Yclose :5.85, change: 0.55, close: 5.85
2017-07-01T15:28:40.640Z - Stock KAMBI might be splitted, Yclose :97, change: 3, close: 97
2017-07-01T15:28:40.640Z - Stock KAPIAB might be splitted, Yclose :134.5, change: 0.25, close: 134.5
2017-07-01T15:28:40.641Z - Stock KENH might be splitted, Yclose :1.04, change: 0.04, close: 1.04
2017-07-01T15:28:40.641Z - Stock KLAR might be splitted, Yclose :8.3, change: 0.75, close: 8.3
2017-07-01T15:28:40.641Z - Stock KONT might be splitted, Yclose :3.7, change: 0.05, close: 3.7
2017-07-01T15:28:40.641Z - Stock KOPY might be splitted, Yclose :1.42, change: 0.03, close: 1.42
2017-07-01T15:28:40.641Z - Stock KV77 PREF might be splitted, Yclose :103, change: 2, close: 103
2017-07-01T15:28:40.642Z - Stock LAUR might be splitted, Yclose :6.1, change: 0.2, close: 6.1
2017-07-01T15:28:40.642Z - Stock LEX might be splitted, Yclose :25.6, change: 0.1, close: 25.6
2017-07-01T15:28:40.642Z - Stock LINKAB might be splitted, Yclose :121, change: 0.75, close: 121
2017-07-01T15:28:40.642Z - Stock MACK B might be splitted, Yclose :12.15, change: 0.2, close: 12.15
2017-07-01T15:28:40.643Z - Stock MATRA might be splitted, Yclose :5.05, change: 0.15, close: 5.05
2017-07-01T15:28:40.643Z - Stock MAXF might be splitted, Yclose :28.8, change: 0.3, close: 28.8
2017-07-01T15:28:40.644Z - Stock ME might be splitted, Yclose :4.01, change: 0.01, close: 4.01
2017-07-01T15:28:40.644Z - Stock MINEST might be splitted, Yclose :6, change: 0.1, close: 6
2017-07-01T15:28:40.644Z - Stock MISE might be splitted, Yclose :2.62, change: 0.01, close: 2.62
2017-07-01T15:28:40.644Z - Stock MOMENT might be splitted, Yclose :18.7, change: 0.4, close: 18.7
2017-07-01T15:28:40.645Z - Stock NIL B might be splitted, Yclose :108.25, change: 1.75, close: 108.25
2017-07-01T15:28:40.645Z - Stock NILS might be splitted, Yclose :31.5, change: 0.9, close: 31.5
2017-07-01T15:28:40.646Z - Stock NUE might be splitted, Yclose :16.5, change: 0.2, close: 16.5
2017-07-01T15:28:40.646Z - Stock NXTMS might be splitted, Yclose :2.58, change: 0.04, close: 2.58
2017-07-01T15:28:40.646Z - Stock PALS B might be splitted, Yclose :0.745, change: 0.04, close: 0.745
2017-07-01T15:28:40.647Z - Stock PAPI might be splitted, Yclose :1.74, change: 0.09, close: 1.74
2017-07-01T15:28:40.647Z - Stock PCAT might be splitted, Yclose :24.6, change: 1.6, close: 24.6
2017-07-01T15:28:40.647Z - Stock PDX might be splitted, Yclose :68.75, change: 2.75, close: 68.75
2017-07-01T15:28:40.647Z - Stock PIEZO might be splitted, Yclose :14.25, change: 0.25, close: 14.25
2017-07-01T15:28:40.648Z - Stock PIL might be splitted, Yclose :2.94, change: 0.09, close: 2.94
2017-07-01T15:28:40.648Z - Stock PRCO B might be splitted, Yclose :17.1, change: 0.4, close: 17.1
2017-07-01T15:28:40.649Z - Stock SAVOS might be splitted, Yclose :0.9, change: 0.04, close: 0.9
2017-07-01T15:28:40.649Z - Stock SBB B might be splitted, Yclose :5.2, change: 0.05, close: 5.2
2017-07-01T15:28:40.650Z - Stock SEZI might be splitted, Yclose :6.45, change: 0.05, close: 6.45
2017-07-01T15:28:40.651Z - Stock SJR B might be splitted, Yclose :40, change: 0.2, close: 40
2017-07-01T15:28:40.651Z - Stock SNM might be splitted, Yclose :0.82, change: 0.015, close: 0.82
2017-07-01T15:28:40.651Z - Stock SOLT might be splitted, Yclose :11.85, change: 0.15, close: 11.85
2017-07-01T15:28:40.651Z - Stock SPIFFX might be splitted, Yclose :0.96, change: 0.02, close: 0.96
2017-07-01T15:28:40.652Z - Stock STAR A might be splitted, Yclose :14.65, change: 0.05, close: 14.65
2017-07-01T15:28:40.652Z - Stock STAR B might be splitted, Yclose :14.8, change: 0.05, close: 14.8
2017-07-01T15:28:40.652Z - Stock STEF B might be splitted, Yclose :68.5, change: 2, close: 68.5
2017-07-01T15:28:40.652Z - Stock STW might be splitted, Yclose :25, change: 0.8, close: 25
2017-07-01T15:28:40.653Z - Stock TALK might be splitted, Yclose :26, change: 0.7, close: 26
2017-07-01T15:28:40.653Z - Stock TANGI might be splitted, Yclose :2.9, change: 0.04, close: 2.9
2017-07-01T15:28:40.653Z - Stock TASTE might be splitted, Yclose :5.95, change: 0.15, close: 5.95
2017-07-01T15:28:40.653Z - Stock THQN B might be splitted, Yclose :56, change: 1, close: 56
2017-07-01T15:28:40.654Z - Stock TOBIN might be splitted, Yclose :63.25, change: 0.25, close: 63.25
2017-07-01T15:28:40.654Z - Stock UNIBAP might be splitted, Yclose :26.5, change: 0.1, close: 26.5
2017-07-01T15:28:40.654Z - Stock VEMF SDB might be splitted, Yclose :1.96, change: 0.03, close: 1.96
2017-07-01T15:28:40.655Z - Stock XBRANE might be splitted, Yclose :34.9, change: 0.9, close: 34.9
2017-07-01T15:28:40.655Z - Stock XMR might be splitted, Yclose :13.9, change: 0.65, close: 13.9
2017-07-01T15:28:40.656Z - Stock ZZ B might be splitted, Yclose :10.5, change: 0.2, close: 10.5
2017-07-01T15:28:40.659Z - Stock AIK B might be splitted, Yclose :2.08, change: 0.01, close: 2.08
2017-07-01T15:28:40.660Z - Stock ALON MTF B might be splitted, Yclose :0.17, change: 0.002, close: 0.17
2017-07-01T15:28:40.660Z - Stock BRIX MTF might be splitted, Yclose :2.59, change: 0.02, close: 2.59
2017-07-01T15:28:40.660Z - Stock COMP MTF might be splitted, Yclose :0.36, change: 0.005, close: 0.36
2017-07-01T15:28:40.661Z - Stock COHO MTF B might be splitted, Yclose :0.24, change: 0.05, close: 0.24
2017-07-01T15:28:40.661Z - Stock CRWN might be splitted, Yclose :3.85, change: 0.13, close: 3.85
2017-07-01T15:28:40.661Z - Stock EOID MTF might be splitted, Yclose :4.94, change: 0.17, close: 4.94
2017-07-01T15:28:40.661Z - Stock F2M MTF might be splitted, Yclose :0.018, change: 0.001, close: 0.018
2017-07-01T15:28:40.663Z - Stock GTAB B might be splitted, Yclose :2.84, change: 0.06, close: 2.84
2017-07-01T15:28:40.664Z - Stock IQS MTF might be splitted, Yclose :6.15, change: 0.05, close: 6.15
2017-07-01T15:28:40.664Z - Stock KOBR MTF B might be splitted, Yclose :239, change: 1.5, close: 239
2017-07-01T15:28:40.665Z - Stock MULT MTF might be splitted, Yclose :1.14, change: 0.02, close: 1.14
2017-07-01T15:28:40.665Z - Stock NICK MTF might be splitted, Yclose :0.67, change: 0.055, close: 0.67
2017-07-01T15:28:40.666Z - Stock PAY might be splitted, Yclose :0.655, change: 0.02, close: 0.655
2017-07-01T15:28:40.666Z - Stock REAL MTF B might be splitted, Yclose :2.7, change: 0.2, close: 2.7
2017-07-01T15:28:40.666Z - Stock RENT MTF might be splitted, Yclose :5.05, change: 0.15, close: 5.05
2017-07-01T15:28:40.668Z - Stock SAMT MTF B might be splitted, Yclose :2.9, change: 0.05, close: 2.9
2017-07-01T15:28:40.668Z - Stock SARS MTF might be splitted, Yclose :6.45, change: 0.45, close: 6.45
2017-07-01T15:28:40.669Z - Stock SOSI might be splitted, Yclose :4.4, change: 0.03, close: 4.4
2017-07-01T15:28:40.669Z - Stock SPIN MTF might be splitted, Yclose :1.85, change: 0.1, close: 1.85
2017-07-01T15:28:40.670Z - Stock GATE MTF might be splitted, Yclose :42.8, change: 2.3, close: 42.8
2017-07-01T15:28:40.670Z - Stock TIRO MTF might be splitted, Yclose :1.29, change: 0.16, close: 1.29
2017-07-01T15:28:40.671Z - Stock AHA might be splitted, Yclose :2.11, change: 0.04, close: 2.11
2017-07-01T15:28:40.672Z - Stock ALPH might be splitted, Yclose :1.38, change: 0.01, close: 1.38
2017-07-01T15:28:40.672Z - Stock ALTE might be splitted, Yclose :1.27, change: 0.02, close: 1.27
2017-07-01T15:28:40.672Z - Stock ALZ might be splitted, Yclose :12.05, change: 0.1, close: 12.05
2017-07-01T15:28:40.672Z - Stock ANGL might be splitted, Yclose :4.65, change: 0.18, close: 4.65
2017-07-01T15:28:40.673Z - Stock APTA might be splitted, Yclose :4.23, change: 0.48, close: 4.23
2017-07-01T15:28:40.673Z - Stock AXON might be splitted, Yclose :7.85, change: 0.05, close: 7.85
2017-07-01T15:28:40.673Z - Stock BIGG B might be splitted, Yclose :0.118, change: 0.027, close: 0.118
2017-07-01T15:28:40.674Z - Stock BOTX might be splitted, Yclose :2.47, change: 0.12, close: 2.47
2017-07-01T15:28:40.674Z - Stock BRAIN might be splitted, Yclose :4.59, change: 0.1, close: 4.59
2017-07-01T15:28:40.674Z - Stock BRALOG might be splitted, Yclose :104, change: 3, close: 104
2017-07-01T15:28:40.675Z - Stock CLINE B might be splitted, Yclose :8.15, change: 0.25, close: 8.15
2017-07-01T15:28:40.675Z - Stock COMPIT might be splitted, Yclose :4.11, change: 0.06, close: 4.11
2017-07-01T15:28:40.675Z - Stock CROWD might be splitted, Yclose :0.183, change: 0.006, close: 0.183
2017-07-01T15:28:40.676Z - Stock EATG might be splitted, Yclose :3.23, change: 0.1, close: 3.23
2017-07-01T15:28:40.676Z - Stock ECO B might be splitted, Yclose :0.381, change: 0.011, close: 0.381
2017-07-01T15:28:40.676Z - Stock EMOT might be splitted, Yclose :3.81, change: 0.26, close: 3.81
2017-07-01T15:28:40.677Z - Stock EVERY A might be splitted, Yclose :0.8, change: 0.04, close: 0.8
2017-07-01T15:28:40.677Z - Stock FOUT might be splitted, Yclose :1.08, change: 0.02, close: 1.08
2017-07-01T15:28:40.677Z - Stock FINE might be splitted, Yclose :5.7, change: 0.2, close: 5.7
2017-07-01T15:28:40.678Z - Stock FOLLI might be splitted, Yclose :4.57, change: 0.27, close: 4.57
2017-07-01T15:28:40.678Z - Stock HAMLET might be splitted, Yclose :7, change: 0.2, close: 7
2017-07-01T15:28:40.679Z - Stock ABI might be splitted, Yclose :11.95, change: 0.3, close: 11.95
2017-07-01T15:28:40.679Z - Stock INIT might be splitted, Yclose :3.22, change: 0.03, close: 3.22
2017-07-01T15:28:40.679Z - Stock INSP might be splitted, Yclose :32, change: 1.3, close: 32
2017-07-01T15:28:40.680Z - Stock IMS might be splitted, Yclose :9.05, change: 0.05, close: 9.05
2017-07-01T15:28:40.680Z - Stock JOJK might be splitted, Yclose :2.75, change: 0.05, close: 2.75
2017-07-01T15:28:40.680Z - Stock KLIC B might be splitted, Yclose :6, change: 0.4, close: 6
2017-07-01T15:28:40.680Z - Stock LOVI might be splitted, Yclose :90, change: 0.5, close: 90
2017-07-01T15:28:40.681Z - Stock MENU B might be splitted, Yclose :2.01, change: 0.06, close: 2.01
2017-07-01T15:28:40.681Z - Stock MIR might be splitted, Yclose :0.041, change: 0.001, close: 0.041
2017-07-01T15:28:40.681Z - Stock MOBI might be splitted, Yclose :0.06, change: 0.002, close: 0.06
2017-07-01T15:28:40.681Z - Stock MPLUS might be splitted, Yclose :4.7, change: 0.03, close: 4.7
2017-07-01T15:28:40.682Z - Stock MODI might be splitted, Yclose :9.45, change: 0.3, close: 9.45
2017-07-01T15:28:40.700Z - Stock NFO might be splitted, Yclose :0.499, change: 0.063, close: 0.499
2017-07-01T15:28:40.700Z - Stock OV might be splitted, Yclose :29.8, change: 0.7, close: 29.8
2017-07-01T15:28:40.701Z - Stock OPTI might be splitted, Yclose :18.3, change: 0.1, close: 18.3
2017-07-01T15:28:40.701Z - Stock OS might be splitted, Yclose :0.355, change: 0.002, close: 0.355
2017-07-01T15:28:40.701Z - Stock ORE might be splitted, Yclose :0.377, change: 0.027, close: 0.377
2017-07-01T15:28:40.701Z - Stock PARA might be splitted, Yclose :3.09, change: 0.15, close: 3.09
2017-07-01T15:28:40.702Z - Stock PMED might be splitted, Yclose :0.76, change: 0.015, close: 0.76
2017-07-01T15:28:40.702Z - Stock PHLOG might be splitted, Yclose :8.3, change: 0.25, close: 8.3
2017-07-01T15:28:40.702Z - Stock PHI might be splitted, Yclose :53, change: 2.25, close: 53
2017-07-01T15:28:40.702Z - Stock PLEJD might be splitted, Yclose :17.8, change: 0.4, close: 17.8
2017-07-01T15:28:40.703Z - Stock QBNK might be splitted, Yclose :6.85, change: 0.35, close: 6.85
2017-07-01T15:28:40.703Z - Stock QUIA might be splitted, Yclose :1.1, change: 0.04, close: 1.1
2017-07-01T15:28:40.703Z - Stock QUICK might be splitted, Yclose :2.25, change: 0.03, close: 2.25
2017-07-01T15:28:40.703Z - Stock RAIL might be splitted, Yclose :127, change: 0.5, close: 127
2017-07-01T15:28:40.704Z - Stock RBASE might be splitted, Yclose :8, change: 0.05, close: 8
2017-07-01T15:28:40.704Z - Stock REDS might be splitted, Yclose :13.45, change: 1.15, close: 13.45
2017-07-01T15:28:40.704Z - Stock REDW might be splitted, Yclose :3.68, change: 0.01, close: 3.68
2017-07-01T15:28:40.704Z - Stock RESP might be splitted, Yclose :1.68, change: 0.03, close: 1.68
2017-07-01T15:28:40.705Z - Stock RHOVAC might be splitted, Yclose :6.9, change: 0.1, close: 6.9
2017-07-01T15:28:40.705Z - Stock ROOT might be splitted, Yclose :7.2, change: 0.15, close: 7.2
2017-07-01T15:28:40.706Z - Stock SYNACT might be splitted, Yclose :5.5, change: 0.15, close: 5.5
2017-07-01T15:28:40.706Z - Stock SYNT might be splitted, Yclose :325.5, change: 0.5, close: 325.5
2017-07-01T15:28:40.707Z - Stock TOURN might be splitted, Yclose :16.2, change: 0.1, close: 16.2
2017-07-01T15:28:40.707Z - Stock VADS might be splitted, Yclose :8.5, change: 0.4, close: 8.5
2017-07-01T15:28:40.708Z - Stock VSD B might be splitted, Yclose :11.45, change: 0.45, close: 11.45
2017-07-01T15:28:40.708Z - Stock VIDS might be splitted, Yclose :1.48, change: 0.08, close: 1.48
2017-07-01T15:28:40.708Z - Stock VSEC might be splitted, Yclose :1.19, change: 0.07, close: 1.19
2017-07-01T15:28:40.708Z - Stock WNT might be splitted, Yclose :21.9, change: 0.2, close: 21.9
2017-07-01T15:28:40.708Z - Stock WTG might be splitted, Yclose :9.1, change: 0.7, close: 9.1
2017-07-01T15:28:40.709Z - Stock ABFAST might be splitted, Yclose :27, change: 2, close: 27
2017-07-01T15:28:40.709Z - Stock MMGR B might be splitted, Yclose :81.5, change: 1.5, close: 81.5
2017-07-01T15:28:40.710Z - Stock BOOZT might be splitted, Yclose :83, change: 0.5, close: 83
2017-07-01T15:28:40.710Z - Stock TRIAN B might be splitted, Yclose :53, change: 0.75, close: 53
2017-07-01T15:28:40.710Z - Stock SEDANA might be splitted, Yclose :21, change: 0.3, close: 21
2017-07-01T15:28:40.710Z - Stock QUART might be splitted, Yclose :14.5, change: 0.5, close: 14.5
2017-07-01T15:28:40.711Z - Stock QUART PREF might be splitted, Yclose :9.9, change: 0.05, close: 9.9
2017-07-01T15:28:40.711Z - Stock TERRNT B might be splitted, Yclose :27.6, change: 0.8, close: 27.6script failed

2017-07-03T18:42:07.000Z - Found no data for stock: TRAN A with name: transferator--a. Try and search for name change: 
2017-07-03T18:42:07.101Z - No new name found. Something else is wrong, skipping stock.
2017-07-03T18:42:07.411Z - Found no data for stock: TRAN B with name: transferator--b. Try and search for name change: 
2017-07-03T18:42:07.495Z - No new name found. Something else is wrong, skipping stock.
2017-07-03T18:42:10.642Z - Found no data for stock: WIEM with name: wiema. Try and search for name change: 
2017-07-03T18:42:10.725Z - Stock WIEM potentially delisted? No matching stock found on Ava search.
2017-07-03T18:42:10.726Z - No new name found. Something else is wrong, skipping stock.
2017-07-03T18:42:27.543Z - Reached end of stock list! Parsed 836 stocks with 0 retries in 512.28 s.
script failed: 2

script failed: 1

script failed: 1

script failed: 1

2017-07-03T19:30:03.472Z - Found no data for stock: TRAN A with name: transferator--a. Try and search for name change: 
2017-07-03T19:30:03.618Z - No new name found. Something else is wrong, skipping stock.
2017-07-03T19:30:04.132Z - Found no data for stock: TRAN B with name: transferator--b. Try and search for name change: 
2017-07-03T19:30:04.198Z - No new name found. Something else is wrong, skipping stock.
2017-07-03T19:30:07.178Z - Found no data for stock: WIEM with name: wiema. Try and search for name change: 
2017-07-03T19:30:07.246Z - Stock WIEM potentially delisted? No matching stock found on Ava search.
2017-07-03T19:30:07.246Z - No new name found. Something else is wrong, skipping stock.
